ResponseId,MainBranch,Age,Employment,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,AIDevHaveWorkedWith,SOAI,AISelect,AISent,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,WorkExp,Industry,SurveyLength,SurveyEase,ConvertedCompYearly,SurveyYear
7958,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,4,"Developer, full-stack","1,000 to 4,999 employees",Canada,NA,NA,"No, but I plan to soon",Favorable,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,7,Other,Appropriate in length,Neither easy nor difficult,NA,2023
7959,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,4,"Developer, back-end","1,000 to 4,999 employees",Poland,GitHub Copilot,NA,Yes,Very favorable,Somewhat trust,Project planning;Debugging and getting help;Testing code;Deployment and monitoring;Collaborating with teammates ,Learning about a codebase;Writing code;Documenting code;Committing and reviewing code,,Learning about a codebase;Writing code,Committing and reviewing code,,,5,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,71779,2023
7960,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,8,Cloud infrastructure engineer,"5,000 to 9,999 employees",Australia,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,264416,2023
7961,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,15,12,"Developer, mobile",I don’t know,Australia,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Financial Services,Appropriate in length,Easy,118987,2023
7962,I am a developer by profession,18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,6,1,"Developer, front-end",10 to 19 employees,South Korea,NA,quick chatGPT,Yes,Very favorable,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,1,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,24009,2023
7963,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",8,3,"Developer, back-end",20 to 99 employees,United States of America,NA,Don’t,Yes,Indifferent,Somewhat distrust,Project planning;Documenting code;Testing code;Committing and reviewing code,,Learning about a codebase;Writing code;Debugging and getting help;Deployment and monitoring;Collaborating with teammates ,NA,NA,NA,NA,3,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,100000,2023
7964,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,21,Other (please specify):,20 to 99 employees,United States of America,NA,Make things easier to search.  Synthesize multiple responses into an answer,Yes,Favorable,Somewhat distrust,Learning about a codebase;Documenting code,Writing code;Debugging and getting help,Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Debugging and getting help,,,,25,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,130000,2023
7965,I am a developer by profession,55-64 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",More than 50 years,15,"Developer, desktop or enterprise applications",20 to 99 employees,New Zealand,NA,NA,"No, but I plan to soon",Indifferent,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,40,Other,Appropriate in length,Easy,72843,2023
7966,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,13,Research & Development role,100 to 499 employees,Romania,NA,It might work fine,"No, but I plan to soon",Favorable,Highly distrust,NA,NA,NA,NA,NA,NA,NA,13,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,74963,2023
7967,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",34,22,"Developer, full-stack","1,000 to 4,999 employees",Brazil,GitHub Copilot,Amazing,Yes,Very favorable,Somewhat trust,Learning about a codebase;Writing code,Learning about a codebase;Writing code,,,,,,NA,NA,Appropriate in length,Easy,46662,2023
7968,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,12,"Developer, full-stack",500 to 999 employees,United States of America,NA,"It's going to become circular, and in the long term the quality will degrade.","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Retail and Consumer Services,Appropriate in length,Easy,145000,2023
7969,"I used to be a developer by profession, but no longer am",35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,21,Other (please specify):,NA,New Zealand,NA,"Better guesses at answers to the question you are writing, not sure really","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,NA,2023
7970,I am a developer by profession,18-24 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,4,Blockchain,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,GitHub Copilot,AI assisted UI/UX is a game changer and I support it entirely,Yes,Favorable,Somewhat trust,,Documenting code;Debugging and getting help,Learning about a codebase;Project planning;Writing code;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Documenting code;Debugging and getting help,,,,4,Financial Services,Appropriate in length,Easy,124138,2023
7971,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,9,"Developer, full-stack","10,000 or more employees",United States of America,NA,AI can be deceiving and also be a crutch,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,200000,2023
7972,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,5,Cloud infrastructure engineer,"10,000 or more employees",United States of America,NA,Suggested related solutions,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,200000,2023
7973,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,3,"Developer, full-stack",2 to 9 employees,Australia,GitHub Copilot,NA,Yes,Favorable,Somewhat distrust,Learning about a codebase;Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code;Documenting code;Debugging and getting help,,Writing code;Documenting code;Debugging and getting help,,,,NA,NA,Too long,Easy,66104,2023
7974,I am a developer by profession,35-44 years old,"Not employed, but looking for work",NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,NA,"Developer, full-stack",NA,Australia,NA,I honestly don't think it could help improve anything. I also don't think that it's at the point where we should truly be calling it AI.,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
7975,I code primarily as a hobby,18-24 years old,"Not employed, but looking for work",NA,Some college/university study without earning a degree,13,NA,Other (please specify):,NA,United States of America,NA,"to be honest i do not use stack overflow much because i primarily code in rust... between the compiler diagnostics and autogenerated docs for any project being very clear, and with the number of helpful learning resources out there, i've gotten to where i am barely needing to look for help on stackoverflow. in the past i did more python, c++ and js so i frequently found myself on stackoverflow but not anymore. and to be honest i prefer this to be the case because i find that there are far too many low-quality, frustratingly obtuse or rude responses on stackoverflow. it is generally not a very welcoming or helpful community but i feel that it reflects broader tech communities more than anything, and i would rather NOT see opaque AI algorithms try and solve this problem. perhaps my input isn't valuable since i don't use this site often, but i'm not keen on nondeterministic or unpredictable, opaque algorithms dictating an online platforms behavior. if you can find a use case for AI, in my opinion it should be something dead-obvious to add, not something thats just ""nice to have"" and yet could easily add friction and abstraction; going with the example above, i don't think AI is a good solution for suggesting better titles. it's better to be clear to the user as to what constitutes a good title, as we cannot be sure what precisely has influenced an AI suggestion. AI can also reinforce not only bias but misconceptions, and even small AI additions to a platform can add up across a site - or even the web - to amplify said misconceptions. i think as a rule of thumb, if there's a reasonable solution that *doesn't* use AI, that's probably better to try. if AI is a truly obvious use case for something with clear, significant benefit with minimal risk, i would say to consider it. but unfortunately off the top of my head i do not have any specific ideas. also sorry i haven't reread anything i wrote here so hopefully its coherent at all",Yes,Favorable,Somewhat distrust,,Project planning,Writing code;Testing code;Committing and reviewing code,,Project planning,,,NA,NA,Appropriate in length,Neither easy nor difficult,NA,2023
7976,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,8,"Developer, back-end",20 to 99 employees,United States of America,NA,Literally nothing.,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,80000,2023
7977,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28,20,"Developer, embedded applications or devices","10,000 or more employees",Australia,NA,Sounds good in theory would have to see how it works in practice.,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,118987,2023
7978,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,9,"Developer, front-end","10,000 or more employees",United States of America,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,180000,2023
7979,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,2,"Developer, full-stack","1,000 to 4,999 employees",United States of America,NA,I am optimistic. Eager to see what innovations can be made,Yes,Favorable,Somewhat trust,Learning about a codebase;Project planning;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code,,,,,,2,Financial Services,Appropriate in length,Easy,150000,2023
7980,I am a developer by profession,18-24 years old,"Student, full-time;Employed, part-time","Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,NA,"Developer, game or graphics",NA,Australia,GitHub Copilot;Tabnine,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Easy,NA,2023
7981,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,2,"Developer, front-end",20 to 99 employees,United States of America,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Retail and Consumer Services,Appropriate in length,Easy,95000,2023
7982,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,15,"Developer, full-stack",100 to 499 employees,United States of America,NA,"AI assisted search should become the first thing people interact with before posting.  It could guide people to questions that have already been asked, and help someone make a post if nothing useful comes up.","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Financial Services,Appropriate in length,Easy,132000,2023
